1348,Clematis terniflora,,461
1349,Clematis virginiana,,462
325,Clematis vitalba,,463
1486,Clethra alnifolia,,464
990,Clinopodium douglasii,,465
514,Clinopodium vulgare,,466
543,Clintonia andrewsiana,,467
1152,Clintonia borealis,,468
594,Clintonia uniflora,,469
78,Clitoria mariana,,470
436,Cnidoscolus texanus,,471
1236,Coccoloba uvifera,,472
1298,Cocculus carolinus,,473
2017,Cocos nucifera,,474
439,Codium fragile,,475
716,Colchicum autumnale,,476
1583,Collinsia heterophylla,,477
356,Collinsia parviflora,,478
2050,Collinsonia canadensis,,479
1120,Collomia grandiflora,,480
2024,Colocasia esculenta,,481
584,Comandra umbellata,,482
1198,Comarum palustre,,483
897,Commelina communis,,484
1079,Commelina erecta,,485
1420,Comptonia peregrina,,486
1683,Conium maculatum,,487
1366,Conocarpus erectus,,488
1834,Conocephalum conicum,,489
1091,Conoclinium coelestinum,,490
580,Conopholis alpina,,491
1930,Conopholis americana,,492
1833,Convallaria majalis,,493
687,Convolvulus arvensis,,494
1858,Convolvulus equitans,,495
312,Cooperia drummondii,,496
1281,Cooperia pedunculata,,497
88,Coprosma foetidissima,,498
1164,Coprosma grandifolia,,499
89,Coprosma lucida,,500
1542,Coprosma propinqua,,501
599,Coprosma repens,,502
1745,Coprosma rhamnoides,,503
1543,Coprosma robusta,,504
1544,Coprosma rotundifolia,,505
763,Coptis trifolia,,506
62,Corallorhiza maculata,,507
58,Corallorhiza mertensiana,,508
332,Corallorhiza striata,,509
1283,Cordia boissieri,,510
2094,Cordyline australis,,511
1541,Cordyline indivisa,,512
601,Coreopsis lanceolata,,513
602,Coreopsis tinctoria,,514
242,Coreopsis tripteris,,515
976,Corethrogyne filaginifolia,,516
1546,Coriaria arborea,,517
1396,Cornus alternifolia,,518
296,Cornus amomum,,519
1551,Cornus canadensis,,520
1397,Cornus drummondii,,521
1398,Cornus florida,,522
1690,Cornus mas,,523
603,Cornus nuttallii,,524
156,Cornus racemosa,,525
438,Cornus sanguinea,,526
193,Cornus sericea,,527
1470,Cornus unalaschkensis,,528
902,Corokia cotoneaster,,529
827,Cortaderia jubata,,530
1750,Cortaderia selloana,,531
1912,Corylus americana,,532
1325,Corylus avellana,,533
1045,Corylus cornuta,,534
1042,Corylus cornuta californica,,535
1302,Corynocarpus laevigatus,,536
680,Cosmos bipinnatus,,537
310,Cotula coronopifolia,,538
1942,Crassula ovata,,539
898,Crataegus monogyna,,540
1208,Crepis capillaris,,541
271,Crocosmia × crocosmiiflora,,542
617,Croton californicus,,543
2010,Croton capitatus,,544
1996,Croton monanthogynus,,545
1687,Croton setiger,,546
996,Cryptotaenia canadensis,,547
188,Cucurbita foetidissima,,548
689,Cupressus macrocarpa,,549
2001,Cuscuta californica,,550
1098,Cuscuta gronovii,,551
136,Cyathea dealbata,,552
1518,Cyathea medullaris,,553
45,Cylindropuntia bigelovii,,554
46,Cylindropuntia echinocarpa,,555
1622,Cylindropuntia fulgida,,556
744,Cylindropuntia imbricata,,557
1011,Cylindropuntia leptocaulis,,558
630,Cylindropuntia prolifera,,559
642,Cylindropuntia ramosissima,,560
1636,Cymbalaria muralis,,561
49,Cynara cardunculus,,562
1530,Cynodon dactylon,,563
2099,Cynoglossum grande,,564
1820,Cynoglossum officinale,,565
1702,Cynosurus echinatus,,566
451,Cyperus eragrostis,,567
633,Cyperus esculentus,,568
1660,Cypripedium acaule,,569
1888,Cypripedium parviflorum,,570
29,Cypripedium parviflorum pubescens,,571
1365,Cypripedium reginae,,572
142,Cystopteris bulbifera,,573
297,Cystopteris fragilis,,574
1918,Cytisus scoparius,,575
740,Dacrycarpus dacrydioides,,576
738,Dacrydium cupressinum,,577
830,Dactylis glomerata,,578
56,Dactylorhiza fuchsii,,579
1862,Dahlia coccinea,,580
244,Dalea candida,,581
1998,Dalea purpurea,,582
14,Daphne laureola,,583
808,Darlingtonia californica,,584
474,Darmera peltata,,585
640,Dasiphora fruticosa,,586
1689,Datura stramonium,,587
220,Datura wrightii,,588
644,Daucus carota,,589
1109,Daucus pusillus,,590
328,Decodon verticillatus,,591
313,Deinandra fasciculata,,592
992,Delairea odorata,,593
1707,Delonix regia,,594
646,Delphinium cardinale,,595
1503,Delphinium carolinianum,,596
1540,Delphinium carolinianum virescens,,597
647,Delphinium glaucum,,598
318,Delphinium nudicaule,,599
648,Delphinium nuttallianum,,600
2067,Delphinium tricorne,,601
686,Dendroalsia abietina,,602
1166,Dendrolycopodium obscurum,,603
202,Dendromecon rigida,,604
1452,Dennstaedtia punctilobula,,605
167,Descurainia pinnata,,606
1466,Desmanthus illinoensis,,607
1773,Desmodium canadense,,608
130,Desmodium paniculatum,,609
1822,Dianthus armeria,,610
2040,Dicentra canadensis,,611
407,Dicentra cucullaria,,612
406,Dicentra formosa,,613
322,Dichelostemma capitatum,,614
871,Dichelostemma congestum,,615
836,Dichondra carolinensis,,616
1964,Dichromanthus cinnabarinus,,617
688,Dicksonia squarrosa,,618
755,Dicranopteris linearis,,619
532,Diervilla lonicera,,620
1187,Digitalis purpurea,,621
1973,Diodia virginiana,,622
1602,Dioscorea villosa,,623
1463,Diospyros texana,,624
323,Diospyros virginiana,,625
1879,Diphasiastrum digitatum,,626
1734,Dipsacus fullonum,,627
1525,Discaria toumatou,,628
234,Distichlis spicata,,629
355,Dodecatheon meadia,,630
658,Dodecatheon pulchellum,,631
2052,Dodonaea viscosa,,632
1361,Doellingeria umbellata,,633
1673,Draba verna,,634
