81,Passerella iliaca,613
212,Passerina amoena,614
151,Passerina caerulea,615
209,Passerina ciris,616
414,Passerina cyanea,617
211,Passerina leclancherii,618
415,Passerina versicolor,619
313,Patagioenas fasciata,620
314,Patagioenas flavirostris,621
312,Patagioenas leucocephala,622
116,Pavo cristatus,623
263,Pelecanus conspicillatus,624
440,Pelecanus erythrorhynchos,625
143,Pelecanus occidentalis,626
928,Pelecanus occidentalis californicus,627
906,Pelecanus occidentalis carolinensis,628
439,Pelecanus onocrotalus,629
215,Penelope purpurascens,630
662,Periparus ater,631
10,Perisoreus canadensis,632
348,Petrochelidon fulva,633
667,Petrochelidon pyrrhonota,634
897,Petroica australis australis,635
393,Petroica australis longipes,636
392,Petroica macrocephala macrocephala,637
924,Peucaea ruficauda,638
137,Phaethon aethereus,639
251,Phainopepla nitens,640
435,Phalacrocorax auritus,641
129,Phalacrocorax brasilianus,642
436,Phalacrocorax carbo,643
391,Phalacrocorax carbo novaehollandiae,644
106,Phalacrocorax pelagicus,645
437,Phalacrocorax penicillatus,646
599,Phalacrocorax sulcirostris,647
123,Phalacrocorax varius,648
918,Phalacrocorax varius varius,649
319,Phalaenoptilus nuttallii,650
297,Phalaropus fulicarius,651
404,Phalaropus lobatus,652
800,Phalaropus tricolor,653
471,Pharomachrus mocinno,654
553,Phasianus colchicus,655
221,Pheucticus ludovicianus,656
223,Pheucticus melanocephalus,657
50,Philesturnus rufusater,658
424,Phoebastria immutabilis,659
422,Phoebastria nigripes,660
926,Phoenicopterus roseus,661
82,Phoenicopterus ruber,662
538,Phoenicurus ochruros,663
537,Phoenicurus phoenicurus,664
253,Phylloscopus collybita,665
175,Piaya cayana,666
299,Pica hudsonia,667
9,Pica nuttalli,668
544,Pica pica,669
863,Picoides albolarvatus,670
135,Picoides arcticus,671
124,Picoides dorsalis,672
125,Picoides nuttallii,673
130,Picoides pubescens,674
126,Picoides scalaris,675
133,Picoides villosus,676
421,Picus viridis,677
156,Pinicola enucleator,678
119,Pipilo chlorurus,679
121,Pipilo erythrophthalmus,680
120,Pipilo maculatus,681
311,Piranga bidentata,682
172,Piranga flava,683
303,Piranga ludoviciana,684
171,Piranga olivacea,685
170,Piranga rubra,686
52,Pitangus sulphuratus,687
602,Platalea ajaja,688
346,Platalea alba,689
318,Platalea leucorodia,690
355,Platalea regia,691
837,Platycercus elegans,692
276,Platycercus eximius,693
256,Plectrophenax nivalis,694
361,Plegadis chihi,695
360,Plegadis falcinellus,696
554,Pluvialis dominica,697
235,Pluvialis fulva,698
531,Pluvialis squatarola,699
430,Podiceps auritus,700
429,Podiceps cristatus,701
432,Podiceps grisegena,702
428,Podiceps nigricollis,703
70,Podilymbus podiceps,704
659,Poecile atricapillus,705
658,Poecile carolinensis,706
660,Poecile gambeli,707
661,Poecile rufescens,708
411,Polioptila caerulea,709
905,Polioptila melanura,710
204,Pooecetes gramineus,711
798,Porphyrio hochstetteri,712
576,Porphyrio martinicus,713
59,Porphyrio melanotus,714
679,Porphyrio melanotus melanotus,715
331,Porphyrio poliocephalus,716
14,Porzana carolina,717
349,Progne subis,718
455,Prosthemadera novaeseelandiae,719
394,Prosthemadera novaeseelandiae novaeseelandiae,720
277,Protonotaria citrea,721
684,Prunella modularis,722
879,Psaltriparus minimus,723
271,Psarocolius montezuma,724
31,Psilorhinus morio,725
860,Psittacara erythrogenys,726
857,Psittacara holochlorus,727
275,Psittacula krameri,728
240,Pteroglossus torquatus,729
874,Ptiliogonys cinereus,730
757,Pycnonotus barbatus,731
419,Pycnonotus cafer,732
413,Pycnonotus jocosus,733
6,Pyrocephalus rubinus,734
76,Pyrrhocorax graculus,735
128,Pyrrhula pyrrhula,736
25,Quiscalus major,737
148,Quiscalus mexicanus,738
30,Quiscalus niger,739
147,Quiscalus quiscula,740
117,Rallus crepitans,741
23,Rallus limicola,742
836,Rallus obsoletus,743
934,Ramphastos ambiguus,744
745,Ramphastos sulfuratus,745
188,Ramphocelus passerinii,746
7,Recurvirostra americana,747
552,Recurvirostra avosetta,748
258,Regulus calendula,749
259,Regulus ignicapilla,750
260,Regulus regulus,751
261,Regulus satrapa,752
904,Rhipidura fuliginosa,753
396,Rhipidura fuliginosa fuliginosa,754
400,Rhipidura fuliginosa placabilis,755
828,Rhipidura leucophrys,756
358,Riparia riparia,757
476,Rissa tridactyla,758
637,Rostrhamus sociabilis,759
2,Rupornis magnirostris,760
477,Rynchops niger,761
274,Sagittarius serpentarius,762
181,Salpinctes obsoletus,763
164,Saltator atriceps,764
163,Saltator coerulescens,765
527,Sarcoramphus papa,766
283,Saxicola rubetra,767
490,Saxicola rubicola,768
56,Sayornis nigricans,769
55,Sayornis phoebe,770
861,Sayornis saya,771
397,Scolopax minor,772
370,Scopus umbretta,773
782,Seiurus aurocapilla,774
329,Selasphorus calliope,775
740,Selasphorus platycercus,776
755,Selasphorus rufus,777
754,Selasphorus sasin,778
98,Serinus mozambicus,779
97,Serinus serinus,780
703,Setophaga americana,781
335,Setophaga caerulescens,782
705,Setophaga castanea,783
309,Setophaga cerulea,784
718,Setophaga chrysoparia,785
308,Setophaga citrina,786
711,Setophaga coronata,787
350,Setophaga coronata auduboni,788
161,Setophaga coronata coronata,789
315,Setophaga discolor,790
712,Setophaga dominica,791
706,Setophaga fusca,792
704,Setophaga magnolia,793
715,Setophaga nigrescens,794
717,Setophaga occidentalis,795
709,Setophaga palmarum,796
771,Setophaga pensylvanica,797
707,Setophaga petechia,798
710,Setophaga pinus,799
690,Setophaga ruticilla,800
708,Setophaga striata,801
702,Setophaga tigrina,802
716,Setophaga townsendi,803
719,Setophaga virens,804
78,Sialia currucoides,805
522,Sialia mexicana,806
345,Sialia sialis,807
165,Sicalis flaveola,808
777,Sitta canadensis,809
807,Sitta carolinensis,810
778,Sitta europaea,811
779,Sitta pusilla,812
775,Sitta pygmaea,813
835,Somateria mollissima,814
953,Spheniscus demersus,815
224,Sphyrapicus nuchalis,816
222,Sphyrapicus ruber,817
220,Sphyrapicus thyroideus,818
666,Sphyrapicus varius,819
729,Spinus lawrencei,820
726,Spinus pinus,821
728,Spinus psaltria,822
651,Spinus spinus,823
730,Spinus tristis,824
267,Spiza americana,825
75,Spizella atrogularis,826
77,Spizella breweri,827
681,Spizella pallida,828
412,Spizella passerina,829
79,Spizella pusilla,830
285,Spizelloides arborea,831
132,Sporophila torqueola,832
363,Stelgidopteryx serripennis,833
473,Stercorarius parasiticus,834
474,Stercorarius pomarinus,835
469,Sterna forsteri,836
468,Sterna hirundo,837
467,Sterna paradisaea,838
472,Sterna striata,839
622,Sternula antillarum,840
893,Streptopelia chinensis,841
302,Streptopelia decaocto,842
628,Streptopelia senegalensis,843
298,Streptopelia turtur,844
529,Strix nebulosa,845
507,Strix varia,846
423,Struthio camelus,847
138,Sturnella magna,848
933,Sturnella neglecta,849
781,Sturnus vulgaris,850
364,Sula dactylatra,851
922,Sula granti,852
366,Sula leucogaster,853
752,Sula nebouxii,854
365,Sula sula,855
410,Surnia ulula,856
83,Sylvia atricapilla,857
155,Sylvia communis,858
64,Tachybaptus dominicus,859
